NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado,Tipo
SREAGBCXAYL,43,143,FFWA46662088007411,RWZO03218542317081,504.9,1651891026.790866,1657420626.790875,385-68-7815,rechazado,depositado
PRLIGBMXWJX,43,143,FFWA46662088007411,WJSE97876009083358,426.74,1653619026.790987,1658371026.790996,385-68-7815,rechazado,emitido
ONLFGBZR1P4,43,143,FFWA46662088007411,QHNW36950213995070,457.6,1652063826.791112,1657766226.791121,385-68-7815,aprobado,emitido
YQRZGBYEGVE,43,143,FFWA46662088007411,XGCQ75722148336899,596.81,1650681426.791265,1657420626.791273,385-68-7815,aprobado,emitido
HASHGBV7Y21,43,143,FFWA46662088007411,VYWE41665902342839,514.97,1652063826.791389,1657334226.791397,385-68-7815,rechazado,emitido
SSLTGB4QZGD,43,143,FFWA46662088007411,CVCB03133290994184,302.64,1650508626.791507,1657939026.791516,385-68-7815,aprobado,emitido
WIPFGBSNJYL,43,143,FFWA46662088007411,GXKN24218630472287,669.35,1651027026.791626,1658543826.791634,385-68-7815,aprobado,depositado
FDPUGBPXIUN,43,143,FFWA46662088007411,ZDWQ10985594120856,355.02,1653359826.791741,1658371026.791749,385-68-7815,rechazado,depositado
TOATGBGZHQD,43,143,FFWA46662088007411,PUFO36239349538016,610.67,1651891026.791868,1657247826.791876,385-68-7815,aprobado,emitido
QADFGBNILCO,43,143,FFWA46662088007411,LZLM32937391406271,505.39,1651804626.791989,1658111826.791997,385-68-7815,pendiente,depositado
BSWSGBF1OL4,43,143,FFWA46662088007411,NNFL54568749318289,503.96,1652668626.792107,1657334226.792115,385-68-7815,rechazado,depositado
AMCTGBT65TY,80,208,XDSL05386901399774,PCVA31076658252007,277.52,1651545426.792978,1658198226.792985,733-33-2605,pendiente,emitido
MCULGBVZTV8,80,208,XDSL05386901399774,ETHB94772349187530,701.11,1653273426.793082,1657593426.793089,733-33-2605,rechazado,emitido
CBIEGB261CN,80,208,XDSL05386901399774,HLQO01124436486394,780.95,1652755026.793184,1658025426.793203,733-33-2605,aprobado,emitido
OUFMGBV2TDV,80,208,XDSL05386901399774,PHOC58193223056427,573.4,1650595026.793306,1657766226.793314,733-33-2605,aprobado,emitido
FSISGBHEOA2,80,208,XDSL05386901399774,DYZZ13651243369646,916.69,1651199826.793411,1658457426.793419,733-33-2605,aprobado,depositado
IGGUGBNNM0C,80,208,XDSL05386901399774,GODT57395071989494,471.78,1651718226.793524,1657247826.793533,733-33-2605,pendiente,depositado
IROJGBTPKDK,80,208,XDSL05386901399774,DBRU65451915034490,187.42,1652236626.793642,1658371026.79365,733-33-2605,pendiente,emitido
IMXXGB94SVV,80,208,XDSL05386901399774,IBAC12160847054657,122.5,1653014226.793759,1658803026.793773,733-33-2605,pendiente,emitido
IGBEGBUG1KX,80,208,XDSL05386901399774,FEAE52740949615713,842.18,1651631826.793879,1658803026.793887,733-33-2605,pendiente,emitido
ZAWOGBKBYHW,80,208,BWBE07892128044152,BXSH60999477176165,158.22,1651545426.793995,1658543826.794003,733-33-2605,rechazado,emitido
UFLTGB6ESUH,80,208,BWBE07892128044152,AAZP68749594878263,463.5,1651631826.794161,1658284626.794169,733-33-2605,rechazado,emitido
XRTCGB086G5,80,208,BWBE07892128044152,ZDEM06621113134609,919.62,1652668626.794285,1658198226.794294,733-33-2605,aprobado,depositado
FERLGBFKX7O,80,208,BWBE07892128044152,KKRV15653228996652,203.29,1651718226.794401,1658889426.794409,733-33-2605,rechazado,depositado
WCRYGBL01T2,80,208,BWBE07892128044152,EWOZ58548039802661,207.34,1651286226.794521,1658198226.794529,733-33-2605,aprobado,depositado
LDJXGBVOLTH,80,208,BWBE07892128044152,PMBV00995257299471,7.71,1650595026.794635,1658543826.794643,733-33-2605,pendiente,emitido
VIBJGBYM8M8,80,208,BWBE07892128044152,QLXD52932604153387,485.15,1651891026.794751,1658457426.794759,733-33-2605,pendiente,depositado
KLDSGB7WN7N,80,208,BWBE07892128044152,REQA80034338201035,369.8,1650681426.794873,1658543826.794881,733-33-2605,pendiente,emitido
JEMLGBMLQBP,80,208,BWBE07892128044152,AGOP26544950239156,957.09,1650508626.79499,1658284626.794998,733-33-2605,aprobado,depositado
KUTEGBGJSBR,80,208,BWBE07892128044152,XDJE22399041092744,10.72,1652323026.795106,1657420626.795114,733-33-2605,rechazado,depositado
XRVHGBVWK8W,80,208,BWBE07892128044152,MLCV23023203995985,51.21,1652150226.795232,1658284626.795241,733-33-2605,aprobado,depositado
DAEDGB8GH14,37,257,LMDW18482889383890,HATD48211133476420,383.98,1653187026.79609,1658803026.796096,193-91-1261,pendiente,depositado
GRWQGBHJ9SU,37,257,LMDW18482889383890,WZZZ54566446168834,271.02,1652409426.797221,1658975826.797233,193-91-1261,pendiente,emitido
TSHEGB1C4PH,37,257,LMDW18482889383890,DFGZ09944684098474,890.91,1653187026.79738,1657334226.797388,193-91-1261,rechazado,depositado
XPXIGB7QW1U,37,257,LMDW18482889383890,IHSC41396175020046,109.88,1653705426.797494,1658543826.797502,193-91-1261,pendiente,emitido
ETTNGBKD9H8,37,257,LMDW18482889383890,NVNQ03781199648189,951.45,1652755026.797612,1657420626.79762,193-91-1261,rechazado,emitido
PLWOGBTDBPL,37,257,XGAU54979929563269,YDTI53538336797439,707.78,1651199826.79773,1657852626.797738,193-91-1261,rechazado,emitido
DNNAGBFBF9I,37,257,XGAU54979929563269,RLMB30983608741248,885.73,1651372626.797896,1658111826.797904,193-91-1261,pendiente,depositado
VVEKGB7RTZT,37,257,XGAU54979929563269,XRDR97835368258702,123.45,1653273426.798014,1658284626.798022,193-91-1261,pendiente,depositado
RTZKGBWIUVH,37,257,XGAU54979929563269,UOMO30831759254287,599.52,1653619026.798284,1658630226.798301,193-91-1261,pendiente,depositado
YKJVGBD47UR,37,257,XGAU54979929563269,HGNP73073632107658,724.21,1651199826.798475,1657247826.798485,193-91-1261,aprobado,depositado
PUEWGBI9BLD,37,257,XGAU54979929563269,CPKC81268117380417,274.39,1652063826.798628,1657852626.798638,193-91-1261,aprobado,depositado
LRKAGBMUEV2,37,257,GEPK06797313995528,LSUZ94492970095374,576.34,1651113426.798771,1658889426.79878,193-91-1261,rechazado,emitido
YTRUGBW855U,37,257,GEPK06797313995528,SLKB66411008026207,276.88,1651718226.798969,1658111826.798979,193-91-1261,aprobado,depositado
XJGCGB4QFR6,37,257,GEPK06797313995528,PNZH56975020653006,588.8,1653273426.799103,1658371026.799112,193-91-1261,rechazado,depositado
CAMOGBMWZJQ,37,257,GEPK06797313995528,ATSH40976108749073,525.83,1651286226.799258,1657852626.799267,193-91-1261,rechazado,emitido
OCHZGBH7BKR,37,257,GEPK06797313995528,KHLG66296169191202,96.77,1652323026.799399,1657420626.799408,193-91-1261,aprobado,emitido
EYPWGBUAO12,37,257,GEPK06797313995528,PTQP51456050450527,307.98,1651891026.799524,1657247826.799532,193-91-1261,rechazado,depositado
OCSRGBNGJWX,37,257,ZWWM61834872075226,CZKP23507132319939,950.72,1652409426.799646,1658975826.799654,193-91-1261,pendiente,depositado
OYPNGBUF2HZ,37,257,ZWWM61834872075226,GBJR92665897750097,333.0,1650508626.799882,1657679826.799892,193-91-1261,pendiente,emitido
HEBCGBVHQNO,37,257,ZAPN02791492225558,KXQC97895870857738,855.4,1651027026.800013,1657334226.800022,193-91-1261,rechazado,emitido
PYQLGBNI729,6,10,HNJA02557259035278,CXGB71461278955737,789.79,1653705426.800942,1657939026.800951,028-29-3795,aprobado,depositado
IKDFGBFYO1K,6,10,HNJA02557259035278,RVRH50946020136863,787.85,1652755026.801059,1658889426.801067,028-29-3795,rechazado,depositado
PUXEGBGXIBE,6,10,HNJA02557259035278,CBGA28024466851463,65.57,1653705426.801162,1657939026.801171,028-29-3795,rechazado,emitido
SSKYGB2IK3V,6,10,HNJA02557259035278,YCQO54744643711776,739.12,1651113426.801278,1658457426.801286,028-29-3795,pendiente,depositado
XBLNGBNKITI,6,10,HNJA02557259035278,AMRH50486221804549,803.66,1651459026.801386,1657766226.801395,028-29-3795,pendiente,emitido
XJCOGBMSZZ6,6,10,HNJA02557259035278,APGQ27170521396057,605.1,1653532626.801498,1657939026.801506,028-29-3795,pendiente,emitido
OQYJGBS99YB,6,10,HNJA02557259035278,MQNL46861500135810,338.04,1653359826.801617,1658371026.801625,028-29-3795,aprobado,depositado
TBQLGBY4BHQ,6,10,HNJA02557259035278,RDBM20878880381083,585.58,1650422226.801733,1657766226.801742,028-29-3795,pendiente,emitido
BLHGGBM55QL,6,10,HNJA02557259035278,HTXG05336595515250,64.08,1651372626.801859,1658543826.801868,028-29-3795,aprobado,emitido
ZLSSGBWR9O4,6,10,HNJA02557259035278,MOOZ04960323313940,828.43,1651718226.801982,1658630226.80199,028-29-3795,rechazado,depositado
XDPCGB4BUUX,6,10,HNJA02557259035278,YQDD81572945484421,9.73,1652495826.8021,1658371026.802108,028-29-3795,aprobado,depositado
YZOGGB2LB4C,6,10,HNJA02557259035278,WGSX24353220452244,800.44,1653100626.802229,1658111826.802238,028-29-3795,aprobado,depositado
WTUWGBXFK8E,6,10,HNJA02557259035278,FRJA62388274982874,940.74,1650767826.80235,1658284626.802358,028-29-3795,aprobado,emitido
INMRGBQD08U,6,10,HNJA02557259035278,BLOB69564050185042,44.37,1650940626.802493,1657247826.802503,028-29-3795,aprobado,emitido
UJOXGB2IXPU,6,10,HNJA02557259035278,DSFZ69152234880117,129.97,1650508626.802616,1657852626.802624,028-29-3795,aprobado,emitido
TAZYGBNE9UN,6,10,HNJA02557259035278,PNFJ34697245104304,62.4,1652668626.802742,1658543826.80275,028-29-3795,rechazado,emitido
ULNLGBA92AS,6,10,HNJA02557259035278,ANOT00832575262710,73.87,1651027026.802868,1657334226.802876,028-29-3795,pendiente,emitido
LUITGB5EO9W,6,10,HNJA02557259035278,OUHT28283935972606,657.76,1652755026.802987,1657593426.802995,028-29-3795,pendiente,depositado
RQQEGBG2EDO,6,10,HNJA02557259035278,IICX90206564662669,82.22,1651199826.803106,1658025426.803114,028-29-3795,rechazado,emitido
LJEXGBA2E6V,6,10,HNJA02557259035278,FNMX67388270244233,378.47,1653273426.803232,1658889426.803247,028-29-3795,rechazado,emitido
ZEOHGBDSWHR,7,155,XAJL18482900104372,FMAR74185018046324,443.47,1652927826.804093,1657334226.8041,875-26-8467,aprobado,emitido
FEUDGBZ2DGL,7,155,XAJL18482900104372,XDLA24037568776548,548.78,1652841426.804253,1657507026.804262,875-26-8467,rechazado,depositado
VOVPGB3ZUKP,7,155,XAJL18482900104372,GSON85445385246564,617.02,1650681426.804357,1658975826.804365,875-26-8467,pendiente,emitido
BQEDGBX7KCH,7,155,XAJL18482900104372,ECKR74863966003645,493.02,1652841426.80446,1658975826.804468,875-26-8467,pendiente,emitido
THKMGBFDXPG,7,155,XAJL18482900104372,JXVJ36546645867449,78.03,1653532626.804567,1657420626.804575,875-26-8467,rechazado,depositado
OLQRGBAIL4K,7,155,XAJL18482900104372,GIPS17222984625665,38.81,1650595026.804679,1657420626.804687,875-26-8467,pendiente,emitido
JAFYGBJERY7,7,155,XAJL18482900104372,TKEV08990444447030,596.67,1651113426.804795,1657593426.804803,875-26-8467,rechazado,depositado
SIPJGB6Y4MW,7,155,XAJL18482900104372,SBVJ93973614684265,622.25,1650940626.804917,1657679826.804925,875-26-8467,pendiente,depositado
FEBXGBMA5Q2,7,155,XAJL18482900104372,HUWU87815569333548,808.14,1650940626.805035,1658630226.805043,875-26-8467,aprobado,depositado
HFYXGB1DFNM,7,155,XAJL18482900104372,LXGZ16739866835016,829.45,1653619026.805152,1657507026.80516,875-26-8467,pendiente,emitido
DQOLGB48WSF,7,155,XAJL18482900104372,MDOI26312877736018,337.66,1650508626.805275,1658975826.805284,875-26-8467,rechazado,emitido
HPJQGB1XV0P,7,155,XAJL18482900104372,YFER04299837154465,332.44,1652150226.805408,1657679826.805417,875-26-8467,rechazado,emitido
CITVGBCCD2P,7,155,XAJL18482900104372,PKHK76996495212761,85.97,1651545426.805527,1657939026.805535,875-26-8467,rechazado,emitido
KNYFGBWKJ9S,7,155,XAJL18482900104372,EVBF63280604493853,795.28,1651199826.805646,1658111826.805655,875-26-8467,pendiente,depositado
ZMCJGBSVFDD,7,155,XAJL18482900104372,NQMC76119886969221,700.64,1653446226.805761,1658889426.805769,875-26-8467,aprobado,depositado
NUIQGBHUIXB,7,155,XAJL18482900104372,UNHX64847262521706,772.69,1653619026.805882,1658630226.805889,875-26-8467,rechazado,depositado
UAKTGBOHWNX,7,155,XAJL18482900104372,XDVI47437275221885,198.24,1652063826.805998,1658198226.806006,875-26-8467,rechazado,emitido
FUGQGBGPUFZ,7,155,XAJL18482900104372,DTDT04900525000177,998.9,1652841426.806117,1657507026.806125,875-26-8467,rechazado,depositado
QYEAGBSUEBE,7,155,XAJL18482900104372,PMEE89773447838091,617.36,1653446226.806244,1657939026.806252,875-26-8467,pendiente,emitido
FSLOGBYALP2,7,155,XAJL18482900104372,WQFP67881555962511,578.2,1650854226.806369,1658371026.806377,875-26-8467,pendiente,emitido
PXOSGBN9GRU,59,233,ZFDW55168274125564,PBVD65727306450546,192.02,1651113426.80723,1658457426.807237,334-06-4701,aprobado,emitido
ZYFRGBKBS1M,59,233,ZFDW55168274125564,UXMK26887902607869,631.8,1651718226.807335,1657593426.807343,334-06-4701,rechazado,emitido
WZXXGBBJBVO,59,233,ZFDW55168274125564,OHGW76735531643263,858.54,1652409426.807439,1657679826.807448,334-06-4701,aprobado,depositado
MOXLGB19I2N,59,233,ZFDW55168274125564,TYZF51890603768043,317.99,1652236626.80754,1658543826.807548,334-06-4701,pendiente,emitido
FZDBGBRZ326,59,233,ZFDW55168274125564,CKFN04262394839886,582.78,1650595026.807643,1658630226.807651,334-06-4701,rechazado,depositado
WAESGB1Z8RF,59,233,ZFDW55168274125564,DNXJ81278107440094,436.01,1651459026.811036,1658457426.811054,334-06-4701,pendiente,emitido
WLTOGBF4HLC,59,233,ZFDW55168274125564,AIAM61234719227179,619.84,1651199826.81124,1658198226.811249,334-06-4701,aprobado,emitido
SKFSGB9IBD9,59,233,ZFDW55168274125564,TCSL93982586584636,963.59,1653619026.811364,1657420626.811372,334-06-4701,pendiente,depositado
XDHGGB1N21A,59,233,ZFDW55168274125564,LKEL71528406226317,170.0,1653100626.811483,1657247826.811491,334-06-4701,rechazado,emitido
DGZUGBHDGDY,59,233,ZFDW55168274125564,HMYQ75079369346548,412.83,1650940626.811602,1657852626.811611,334-06-4701,aprobado,depositado
VNXQGBAMT84,59,233,ZFDW55168274125564,AOWF93941935841960,934.18,1652841426.811719,1657334226.811727,334-06-4701,pendiente,emitido
CMKFGB075N9,59,233,ZFDW55168274125564,VMFX15908469750619,598.93,1650854226.811843,1658025426.811851,334-06-4701,pendiente,depositado
HRTAGBLESXR,59,233,ZFDW55168274125564,DJMH94642477768205,474.47,1653014226.811965,1658284626.811973,334-06-4701,aprobado,depositado
XWENGBZLRRC,59,233,ZFDW55168274125564,UKYN70889558014216,446.83,1652755026.812081,1657939026.812089,334-06-4701,pendiente,emitido
YUQLGBD6GVO,59,233,ZFDW55168274125564,IVFX64673320109709,385.53,1653187026.812211,1657852626.812219,334-06-4701,aprobado,depositado
AYUDGBHIPSS,59,233,ZFDW55168274125564,UPDJ13709647362883,240.97,1653187026.812326,1658371026.812334,334-06-4701,rechazado,emitido
IOKLGBOFQUT,59,233,ZFDW55168274125564,PFUT11443406844656,935.73,1651718226.812445,1658284626.812453,334-06-4701,aprobado,emitido
KABRGBUO33S,59,233,ZFDW55168274125564,MZFP36562176571706,424.97,1651891026.812561,1657766226.812569,334-06-4701,aprobado,depositado
JDKOGBCUNBA,59,233,ZFDW55168274125564,OKSQ80911907523279,766.6,1653187026.812677,1658975826.812685,334-06-4701,aprobado,emitido
LLLKGBRXIRJ,59,233,ZFDW55168274125564,IWUI01762701110865,731.54,1651804626.812794,1658198226.812802,334-06-4701,rechazado,depositado
XDDNGBSQK4K,21,98,RTSL44559065508092,DJIY39439302926127,272.1,1653187026.813649,1658889426.813655,087-02-3545,pendiente,emitido
NQLHGBM1FEL,21,98,RTSL44559065508092,LIMW54983586337189,682.21,1653359826.813746,1658198226.813754,087-02-3545,rechazado,depositado
TXJDGBZQLO2,21,98,RTSL44559065508092,ECSP38092408501810,235.48,1652582226.813856,1658975826.813864,087-02-3545,pendiente,depositado
EVRDGBA0CAW,21,98,RTSL44559065508092,EPKT63956407557750,267.79,1651631826.813957,1657420626.813965,087-02-3545,rechazado,depositado
UZSLGBPPW4J,21,98,RTSL44559065508092,XJYZ67545481269668,801.16,1650595026.81406,1658889426.814069,087-02-3545,aprobado,emitido
EZIJGBQSNZI,21,98,RTSL44559065508092,XHTG59833603473883,29.25,1652668626.814174,1658111826.814182,087-02-3545,rechazado,depositado
FZTLGBDFQW7,21,98,RTSL44559065508092,KKNV00759166597022,349.54,1651286226.814297,1658025426.814305,087-02-3545,aprobado,depositado
GORRGBSFZIV,21,98,RTSL44559065508092,EMRW90554119140896,753.42,1653705426.814414,1657766226.814422,087-02-3545,pendiente,emitido
NSVHGB6WYEA,21,98,RTSL44559065508092,MDTW14515763862626,287.12,1653014226.81453,1658198226.814538,087-02-3545,rechazado,depositado
DVSNGB7I4QZ,21,98,RTSL44559065508092,WJIV40630626631304,447.2,1653619026.814645,1658025426.814653,087-02-3545,aprobado,emitido
OFHKGBUIWF4,21,98,RTSL44559065508092,PGDS28509401402353,119.75,1650940626.814762,1657420626.81477,087-02-3545,pendiente,depositado
BPQQGBITKL5,21,98,RTSL44559065508092,VGKC39042261986603,816.67,1653532626.814884,1658198226.814892,087-02-3545,pendiente,emitido
FNYIGBOZHXQ,21,98,RTSL44559065508092,GFRL66141086540617,615.73,1652582226.815001,1657766226.815009,087-02-3545,pendiente,depositado
PZUYGBS3HEZ,21,98,RTSL44559065508092,JAIQ18647512140546,516.34,1652409426.815117,1658803026.815125,087-02-3545,pendiente,emitido
SGIOGB73RYE,21,98,RTSL44559065508092,TOAI07411989938666,862.25,1651804626.815245,1658457426.815253,087-02-3545,aprobado,depositado
GWJNGBDZLNG,21,98,RTSL44559065508092,RBAE72725163423556,997.47,1651545426.815801,1658716626.815821,087-02-3545,pendiente,emitido
MIXYGBBECT6,21,98,RTSL44559065508092,UVOQ02798242762430,215.75,1650335826.815977,1657247826.815986,087-02-3545,pendiente,emitido
IMOLGBUA2MP,21,98,RTSL44559065508092,AMIG57627839710962,305.4,1653273426.816103,1658889426.816111,087-02-3545,aprobado,depositado
DVTXGBLECJN,21,98,RTSL44559065508092,AESU30830760760832,112.28,1652841426.816239,1657679826.816248,087-02-3545,pendiente,emitido
TDSVGBGSP32,21,98,RTSL44559065508092,GLXC74508205888019,238.34,1652755026.816362,1657852626.81637,087-02-3545,rechazado,emitido
ABNUGBVPXZA,79,57,GRJU99852057321986,HFTR46171325514673,821.05,1652841426.817236,1658630226.817243,842-09-5301,rechazado,depositado
UGOLGBJX22W,79,57,GRJU99852057321986,PHBK21190328512304,155.73,1650508626.81734,1657852626.817348,842-09-5301,aprobado,emitido
PEUKGBW72L3,79,57,GRJU99852057321986,JTPM08316783346204,749.88,1652668626.817443,1658543826.817451,842-09-5301,aprobado,depositado
VPQHGBAD1BI,79,57,GRJU99852057321986,PWBY62760080931544,20.84,1651631826.817544,1658111826.817553,842-09-5301,aprobado,depositado
PWHLGB2AKWV,79,57,GRJU99852057321986,MIKR55775578917730,144.97,1650854226.817648,1658025426.817658,842-09-5301,rechazado,depositado
LKPOGB9OAB9,79,57,GRJU99852057321986,WTCL76565105042345,939.22,1650508626.817762,1658371026.817769,842-09-5301,aprobado,depositado
TRPMGBEFMRM,79,57,GRJU99852057321986,YLEC80483580691627,903.19,1650940626.817883,1658025426.817891,842-09-5301,aprobado,depositado
JCLVGBWXYIV,79,57,GRJU99852057321986,VRZZ22321334809107,760.26,1651718226.817998,1658716626.818006,842-09-5301,aprobado,depositado
ECSJGBMQJOS,79,57,GRJU99852057321986,IVDS20750162388787,892.52,1653705426.818114,1657334226.818122,842-09-5301,aprobado,emitido
ZUHBGBGOZA3,79,57,GRJU99852057321986,KNDN69055586294409,259.62,1651286226.81824,1658630226.818248,842-09-5301,aprobado,emitido
SSDHGBE7B8M,79,57,GRJU99852057321986,PWJK25020006207070,88.21,1652582226.818357,1657679826.818365,842-09-5301,pendiente,depositado
YQMYGB9M0IZ,79,57,GRJU99852057321986,ENXH28665772408813,704.22,1652841426.81849,1658198226.818498,842-09-5301,rechazado,depositado
GPROGBCEJ98,79,57,GRJU99852057321986,MFUV33255666260222,462.9,1650681426.818607,1657247826.818615,842-09-5301,rechazado,emitido
MVJHGB7X5R1,79,57,GRJU99852057321986,DHUR19430261681565,533.31,1651631826.818727,1658543826.818735,842-09-5301,pendiente,depositado
KIXBGB18NMG,79,57,GRJU99852057321986,WIWD89594848209777,722.07,1651113426.818851,1657679826.818859,842-09-5301,pendiente,emitido
QVSMGBKIC1J,79,57,GRJU99852057321986,SALN65300372649308,661.34,1652755026.818969,1657766226.818977,842-09-5301,pendiente,depositado
BISDGBVVPFA,79,57,FRNG18566574591178,DLZC84937693152810,226.41,1650508626.819084,1658630226.819092,842-09-5301,aprobado,depositado
UGXEGBU3TSL,79,57,FRNG18566574591178,WQXS15042071103060,998.25,1651891026.819253,1658025426.819261,842-09-5301,pendiente,emitido
XBFMGB8YIMG,79,57,FRNG18566574591178,FTLA17028075585905,970.3,1650335826.819372,1657507026.81938,842-09-5301,aprobado,depositado
MSSVGBVGJIW,79,57,FRNG18566574591178,OWZK52803114136534,680.43,1650767826.819489,1658284626.819497,842-09-5301,aprobado,emitido
FNVQGBMEKDJ,19,130,OEHR48969277596777,GYIG79846433723099,372.39,1650595026.82034,1658889426.820347,607-59-3295,rechazado,depositado
JWHWGBEJQ74,19,130,OEHR48969277596777,TAKQ41591121555328,452.62,1652841426.820441,1658025426.820448,607-59-3295,rechazado,emitido
TSKRGBRX2WU,19,130,OEHR48969277596777,OHRY32143600406874,363.99,1653359826.82054,1658543826.820548,607-59-3295,pendiente,depositado
NDRVGBGXQRH,19,130,OEHR48969277596777,YBWN04087226249934,308.38,1653273426.82064,1658284626.820649,607-59-3295,aprobado,emitido
NBANGBXEKDS,19,130,OEHR48969277596777,UXLW30087555929467,803.68,1651459026.820743,1658371026.820751,607-59-3295,pendiente,emitido
CKDEGBLDGRR,19,130,OEHR48969277596777,CHLP92862334444576,328.24,1651977426.820863,1658543826.820871,607-59-3295,rechazado,emitido
PBMYGBNO5FE,19,130,OEHR48969277596777,LVMK11980862356841,920.74,1651804626.820982,1657679826.82099,607-59-3295,pendiente,emitido
SSVGGBMWP1H,19,130,OEHR48969277596777,OAST76417296100323,13.92,1651027026.821098,1658457426.821106,607-59-3295,rechazado,depositado
ZPEJGB1VFA0,19,130,OEHR48969277596777,JSKL26278865890697,760.54,1652063826.821305,1658284626.821315,607-59-3295,pendiente,emitido
JDEOGBHI7HK,19,130,OEHR48969277596777,EBTY68118905997972,144.06,1651286226.821439,1657247826.821448,607-59-3295,pendiente,emitido
BEQIGBSO7QV,19,130,OEHR48969277596777,SSXM76018144325619,115.03,1651891026.82156,1658975826.821568,607-59-3295,aprobado,depositado
LMICGBJJE5R,19,130,OEHR48969277596777,ZSHG02044443002620,156.29,1650767826.821677,1657766226.821685,607-59-3295,aprobado,emitido
MKOCGB1FBF0,19,130,OEHR48969277596777,KSZW22409579284464,989.62,1652755026.821797,1658716626.821805,607-59-3295,aprobado,emitido
GHHWGB54F3Q,19,130,OEHR48969277596777,ZIRR46818223168247,678.14,1651545426.821922,1658371026.82193,607-59-3295,rechazado,depositado
VZYNGB9Y0OJ,19,130,OEHR48969277596777,GISM63147119335755,914.91,1652582226.822037,1658889426.822047,607-59-3295,rechazado,emitido
TSITGBPMWW2,19,130,OEHR48969277596777,TQTG30708043756604,926.31,1653187026.822154,1657420626.822162,607-59-3295,pendiente,depositado
UHVFGBNNEAR,19,130,OEHR48969277596777,KJGU71835567575029,9.4,1653705426.822285,1658543826.822293,607-59-3295,rechazado,depositado
GARIGBQ0L4H,19,130,OEHR48969277596777,MJMV85014331089655,970.78,1653359826.822437,1658025426.822445,607-59-3295,aprobado,emitido
DACHGBQHTCN,19,130,OEHR48969277596777,ALAA39409491814466,503.29,1650681426.822557,1657939026.822565,607-59-3295,aprobado,emitido
CGWRGB9CGU9,19,130,OEHR48969277596777,WKOW81948177812436,220.94,1651372626.822678,1658111826.822686,607-59-3295,pendiente,depositado
QPYDGB6C82T,71,245,EYVR08053079129144,PWLG44216477053275,559.05,1651286226.823528,1657593426.823534,603-63-3678,aprobado,emitido
SEOKGBDKUNX,71,245,EYVR08053079129144,UJVV14261664316016,828.51,1650681426.823631,1658111826.823639,603-63-3678,rechazado,depositado
NCFQGBOVU06,71,245,EYVR08053079129144,RFOM29366549199533,877.11,1651113426.823739,1657507026.823747,603-63-3678,pendiente,emitido
RDRFGB8K5NV,71,245,EYVR08053079129144,XDDE92499096116794,404.7,1653187026.823853,1658025426.823862,603-63-3678,aprobado,depositado
QEBHGB18LCX,71,245,EYVR08053079129144,VITN42331157105910,197.73,1653619026.823962,1657593426.82397,603-63-3678,pendiente,emitido
FAXUGB1UU5G,71,245,EYVR08053079129144,UCKN12002013340318,911.1,1650595026.824079,1658889426.824087,603-63-3678,aprobado,emitido
XVZFGBQBBSQ,71,245,EYVR08053079129144,WKJI86917349363204,609.54,1650422226.824211,1658025426.82422,603-63-3678,aprobado,depositado
UOYPGBDWAIH,71,245,EYVR08053079129144,XHOT73003544044204,104.94,1653791826.824331,1657679826.824339,603-63-3678,rechazado,depositado
XZAPGBD5Z83,71,245,EYVR08053079129144,AUJV88761635349182,613.74,1653791826.824452,1657679826.824461,603-63-3678,pendiente,depositado
VQNLGBEXQW5,71,245,EYVR08053079129144,LFMD84738030697086,769.62,1651286226.824696,1658111826.824707,603-63-3678,rechazado,depositado
ZKYMGBK25IZ,71,245,EYVR08053079129144,HLTF32199475542922,604.74,1650681426.824869,1658111826.824879,603-63-3678,aprobado,depositado
YYPVGBIO7KR,71,245,EYVR08053079129144,WHEY57193563095376,220.22,1650335826.825007,1657593426.825015,603-63-3678,rechazado,depositado
AZSOGBCENT7,71,245,EYVR08053079129144,WWAS47042746878164,108.11,1652755026.825135,1658198226.825142,603-63-3678,pendiente,depositado
OZJQGBF8ZV1,71,245,EYVR08053079129144,MLOL57582955519422,409.52,1651027026.825321,1658457426.825331,603-63-3678,rechazado,emitido
GXZVGBGSML6,71,245,EYVR08053079129144,EEOJ39975333250509,636.01,1651372626.825461,1657247826.825469,603-63-3678,rechazado,depositado
PQVVGBT4784,71,245,EYVR08053079129144,GIJA25782267839868,906.14,1650335826.825591,1657247826.825604,603-63-3678,aprobado,emitido
OQBOGB91RVW,71,245,EYVR08053079129144,RJBI49375125397734,425.19,1651545426.825741,1658630226.825748,603-63-3678,pendiente,emitido
JMOZGBU0SEC,71,245,EYVR08053079129144,WJZJ88803813156395,873.38,1650422226.825882,1658111826.825891,603-63-3678,aprobado,emitido
XWQAGBCNI3E,71,245,EYVR08053079129144,CFQE02618909076028,924.54,1651804626.826024,1658457426.826032,603-63-3678,rechazado,emitido
ZOREGBFN9OM,71,245,VDLG57799280404320,ATCH85938858838344,335.13,1651977426.826164,1658025426.826173,603-63-3678,aprobado,emitido
KQBMGBMPPMI,88,103,UIMC39800684477276,RQEU04239787807138,407.81,1651804626.827474,1658025426.827487,888-70-3902,rechazado,depositado
HBTFGBOD1ZW,88,103,UIMC39800684477276,JPGC20857699217931,900.46,1653100626.827761,1658371026.827773,888-70-3902,rechazado,depositado
